compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L3,__TILE__L0,__TILE__L1,__TILE__L3
06min 04sec,1078412 (4.609ms),46826 (3%),48687 (2%),782 (18%),90 (1%),0 (~0%),1,1,1,1,1,1,20,off,off,off,1,1,1
11min 55sec,919503 (3.929ms),791996 (66%),1008917 (42%),1070 (24%),8800 (128%),0 (~0%),1,1,1,1,1,1,16,flatten,off,off,1,1,1
05min 25sec,1091259 (4.663ms),51101 (4%),46738 (1%),574 (13%),108 (1%),128 (13%),4,1,1,1,1,16,1,off,off,off,1,1,1
05min 25sec,1091139 (4.663ms),59076 (4%),56877 (2%),270 (6%),106 (1%),64 (6%),1,8,1,1,1,16,1,off,off,off,1,1,1
05min 20sec,1088181 (4.65ms),52664 (4%),47280 (1%),270 (6%),84 (1%),64 (6%),1,1,4,1,1,16,1,off,off,off,1,1,1
06min 20sec,1264811 (5.405ms),75057 (6%),188633 (7%),270 (6%),84 (1%),64 (6%),1,1,1,5,1,16,1,off,off,off,1,1,1
05min 11sec,968481 (4.139ms),53574 (4%),48157 (2%),270 (6%),92 (1%),64 (6%),1,1,1,1,4,16,1,off,off,off,1,1,1
05min 28sec,1116561 (4.772ms),48452 (4%),40641 (1%),248 (5%),55 (~0%),64 (6%),1,1,1,1,1,10,1,off,off,off,1,1,1
05min 22sec,398011 (1.701ms),52709 (4%),49027 (2%),270 (6%),84 (1%),64 (6%),1,1,1,1,1,16,8,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,1,16,1,off,flatten,off,1,1,1
06min 58sec,403457 (1.724ms),51483 (4%),49212 (2%),574 (13%),108 (1%),128 (13%),8,1,1,1,1,16,8,off,off,off,1,1,1
06min 51sec,400739 (1.713ms),61377 (5%),61113 (2%),270 (6%),128 (1%),64 (6%),1,8,1,1,1,16,8,off,off,off,1,1,1
06min 40sec,397661 (1.699ms),52775 (4%),50301 (2%),270 (6%),84 (1%),64 (6%),1,1,8,1,1,16,8,off,off,off,1,1,1
08min 05sec,481371 (2.057ms),113593 (9%),251391 (10%),270 (6%),84 (1%),64 (6%),1,1,1,10,1,16,8,off,off,off,1,1,1
06min 42sec,247211 (1.056ms),95264 (8%),85995 (3%),270 (6%),356 (5%),128 (13%),1,1,1,1,16,16,8,off,off,off,1,1,1
07min 45sec,389261 (1.671ms),69401 (5%),55463 (2%),256 (5%),107 (1%),128 (13%),1,1,1,1,1,20,8,off,off,off,1,1,1
06min 44sec,350011 (1.502ms),55121 (4%),51735 (2%),270 (6%),84 (1%),64 (6%),1,1,1,1,1,16,16,off,off,off,1,1,1
07min 15sec,345457 (1.489ms),54633 (4%),53597 (2%),1456 (33%),116 (1%),0 (~0%),8,1,1,1,1,20,16,off,off,off,1,1,1
09min 45sec,424621 (1.83ms),135076 (11%),262936 (11%),256 (5%),107 (1%),128 (13%),1,10,1,1,1,20,16,off,off,off,1,1,1
08min 04sec,340886 (1.469ms),80900 (6%),66286 (2%),256 (5%),131 (1%),128 (13%),1,1,16,1,1,20,16,off,off,off,1,1,1
08min 20sec,346591 (1.481ms),83389 (7%),82570 (3%),256 (5%),187 (2%),128 (13%),1,1,1,16,1,20,16,off,off,off,1,1,1
09min 21sec,191261 (0.824ms),125023 (10%),105753 (4%),1280 (29%),371 (5%),0 (~0%),1,1,1,1,16,20,16,off,off,off,1,1,1
06min 37sec,350011 (1.502ms),55121 (4%),51735 (2%),270 (6%),84 (1%),64 (6%),1,1,1,1,1,16,16,off,off,off,1,1,1
10min 54sec,331661 (1.423ms),135849 (11%),81020 (3%),1280 (29%),107 (1%),0 (~0%),1,1,1,1,1,20,20,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,1,20,16,flatten,off,off,1,1,1
06min 16sec,195125 (0.841ms),84897 (7%),87429 (3%),1504 (34%),446 (6%),0 (~0%),8,1,1,1,16,20,16,off,off,off,1,1,1
08min 16sec,195919 (0.837ms),134826 (11%),123490 (5%),1280 (29%),459 (6%),0 (~0%),1,16,1,1,16,20,16,off,off,off,1,1,1
08min 24sec,190886 (0.823ms),128140 (10%),109577 (4%),1280 (29%),371 (5%),0 (~0%),1,1,16,1,16,20,16,off,off,off,1,1,1
08min 59sec,196591 (0.84ms),136162 (11%),129524 (5%),1280 (29%),451 (6%),0 (~0%),1,1,1,16,16,20,16,off,off,off,1,1,1
32min 27sec,191390 (0.825ms),243661 (20%),295307 (12%),868 (20%),576 (8%),0 (~0%),1,1,1,1,20,20,16,off,off,off,1,1,1
05min 33sec,200011 (0.858ms),91319 (7%),88701 (3%),270 (6%),356 (5%),128 (13%),1,1,1,1,16,16,16,off,off,off,1,1,1
40min 13sec,173261 (0.744ms),218353 (18%),110900 (4%),1280 (29%),371 (5%),0 (~0%),1,1,1,1,16,20,25,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,16,20,16,off,flatten,off,1,1,1
09min 54sec,334021 (1.427ms),147459 (12%),96652 (4%),1280 (29%),195 (2%),0 (~0%),1,8,1,1,1,20,20,off,off,off,1,1,1
10min 24sec,333973 (1.427ms),145605 (12%),94902 (4%),1280 (29%),195 (2%),0 (~0%),1,1,1,8,1,20,20,off,off,off,1,1,1
05min 57sec,376256 (1.615ms),52743 (4%),54359 (2%),930 (21%),115 (1%),80 (8%),8,1,1,1,1,20,20,off,off,off,1,1,1
09min 49sec,191661 (0.823ms),151967 (12%),91168 (3%),1280 (29%),195 (2%),0 (~0%),1,1,1,1,8,20,20,off,off,off,1,1,1
09min 54sec,331311 (1.422ms),136400 (11%),82355 (3%),1280 (29%),107 (1%),0 (~0%),1,1,8,1,1,20,20,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,1,20,20,flatten,off,off,1,1,1
05min 53sec,373258 (1.602ms),52869 (4%),54153 (2%),906 (20%),115 (1%),80 (8%),1,1,1,1,1,20,20,off,off,off,4,1,1
07min 07sec,198945 (0.858ms),85018 (7%),87210 (3%),1504 (34%),446 (6%),0 (~0%),4,1,1,1,16,20,16,off,off,off,1,1,1
07min 05sec,197667 (0.852ms),83641 (7%),86298 (3%),1508 (34%),447 (6%),0 (~0%),5,1,1,1,16,20,16,off,off,off,1,1,1
07min 17sec,194645 (0.839ms),82690 (6%),83153 (3%),1468 (33%),447 (6%),0 (~0%),10,1,1,1,16,20,16,off,off,off,1,1,1
09min 13sec,193621 (0.827ms),136948 (11%),121414 (5%),1280 (29%),459 (6%),0 (~0%),1,8,1,1,16,20,16,off,off,off,1,1,1
11min 32sec,274621 (1.184ms),187751 (15%),309568 (13%),1280 (29%),371 (5%),0 (~0%),1,10,1,1,16,20,16,off,off,off,1,1,1
09min 14sec,190911 (0.823ms),125013 (10%),107027 (4%),1280 (29%),371 (5%),0 (~0%),1,1,8,1,16,20,16,off,off,off,1,1,1
09min 51sec,193957 (0.829ms),134740 (11%),119266 (5%),1280 (29%),451 (6%),0 (~0%),1,1,1,8,16,20,16,off,off,off,1,1,1
11min 11sec,274621 (1.184ms),185877 (15%),307800 (13%),1280 (29%),371 (5%),0 (~0%),1,1,1,10,16,20,16,off,off,off,1,1,1
07min 11sec,198570 (0.856ms),93865 (7%),95337 (4%),1504 (34%),470 (6%),0 (~0%),4,1,16,1,16,20,16,off,off,off,1,1,1
09min 14sec,193246 (0.826ms),140510 (11%),125394 (5%),1280 (29%),459 (6%),0 (~0%),1,8,16,1,16,20,16,off,off,off,1,1,1
09min 16sec,191131 (0.824ms),125277 (10%),106073 (4%),1280 (29%),371 (5%),0 (~0%),1,1,2,1,16,20,16,off,off,off,1,1,1
10min 18sec,216466 (0.933ms),146502 (12%),156730 (6%),1280 (29%),371 (5%),0 (~0%),1,1,16,20,16,20,16,off,off,off,1,1,1
15min 35sec,199415 (0.86ms),157428 (13%),265095 (11%),852 (19%),356 (5%),0 (~0%),1,1,16,1,10,20,16,off,off,off,1,1,1
10min 29sec,219286 (0.945ms),149686 (12%),108596 (4%),1280 (29%),371 (5%),0 (~0%),1,1,16,1,16,20,10,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,16,1,16,20,16,flatten,off,off,1,1,1
06min 15sec,194355 (0.838ms),83682 (7%),86423 (3%),1604 (37%),447 (6%),0 (~0%),25,1,1,1,16,20,16,off,off,off,1,1,1
80min 00sec,,,,,,,1,25,1,1,16,20,16,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,10,1,16,20,16,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,25,16,20,16,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,5,20,16,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,16,20,20,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,16,20,16,off,off,flatten,1,1,1
80min 00sec,,,,,,,1,4,1,1,8,20,20,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,4,1,8,20,20,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,5,8,20,20,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,8,10,20,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,8,20,10,off,off,off,1,1,1
80min 00sec,,,,,,,1,1,1,1,8,20,20,flatten,off,off,1,1,1
05min 59sec,1829659 (7.319ms),37881 (3%),35082 (1%),830 (19%),39 (~0%),0 (~0%),4,1,1,1,1,1,1,off,off,off,1,1,1
07min 07sec,2005712 (8.023ms),41898 (3%),64435 (2%),526 (12%),24 (~0%),0 (~0%),1,4,1,1,1,1,1,off,off,off,1,1,1
06min 21sec,1825782 (7.303ms),35556 (3%),33118 (1%),526 (12%),30 (~0%),0 (~0%),1,1,4,1,1,1,1,off,off,off,1,1,1
06min 50sec,2005712 (8.023ms),39975 (3%),62648 (2%),526 (12%),24 (~0%),0 (~0%),1,1,1,4,1,1,1,off,off,off,1,1,1
05min 52sec,1706082 (6.824ms),39090 (3%),37688 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,1,1,1
05min 50sec,1233282 (4.933ms),36463 (3%),33491 (1%),782 (18%),26 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,1,1,1
06min 24sec,1233212 (4.933ms),34319 (2%),32726 (1%),526 (12%),24 (~0%),0 (~0%),1,1,1,1,1,1,4,off,off,off,1,1,1
07min 56sec,1707190 (6.829ms),43255 (3%),40994 (1%),830 (19%),105 (1%),0 (~0%),4,1,1,1,4,1,1,off,off,off,1,1,1
08min 27sec,1885782 (7.543ms),47086 (3%),70492 (2%),526 (12%),90 (1%),0 (~0%),1,4,1,1,4,1,1,off,off,off,1,1,1
08min 00sec,1885782 (7.543ms),45163 (3%),68705 (2%),526 (12%),90 (1%),0 (~0%),1,1,1,4,4,1,1,off,off,off,1,1,1
07min 18sec,1113352 (4.453ms),42442 (3%),39549 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,1,off,off,off,1,1,1
07min 33sec,1113282 (4.453ms),39873 (3%),38783 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,4,off,off,off,1,1,1
13min 59sec,1657103 (6.628ms),767837 (64%),1001718 (42%),1070 (24%),8800 (128%),0 (~0%),1,1,1,1,4,1,1,flatten,off,off,1,1,1
15min 02sec,900134 (3.601ms),486739 (41%),700361 (29%),1070 (24%),4400 (64%),0 (~0%),1,1,1,1,4,1,1,off,off,flatten,1,1,1
07min 45sec,1236929 (4.948ms),40709 (3%),37135 (1%),1598 (36%),50 (~0%),0 (~0%),4,1,1,1,1,4,1,off,off,off,1,1,1
08min 20sec,1413313 (5.653ms),44392 (3%),66296 (2%),782 (18%),26 (~0%),0 (~0%),1,4,1,1,1,4,1,off,off,off,1,1,1
08min 13sec,1412982 (5.652ms),42451 (3%),64523 (2%),782 (18%),26 (~0%),0 (~0%),1,1,1,4,1,4,1,off,off,off,1,1,1
07min 21sec,1113352 (4.453ms),42442 (3%),39549 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,1,off,off,off,1,1,1
07min 53sec,1430482 (5.722ms),33925 (2%),32018 (1%),526 (12%),26 (~0%),0 (~0%),1,1,1,1,1,2,1,off,off,off,1,1,1
07min 51sec,1236929 (4.948ms),40709 (3%),37135 (1%),1598 (36%),50 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,4,1,1
09min 56sec,1452904 (5.812ms),44077 (3%),76952 (3%),1806 (41%),26 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,1,4,1
24min 09sec,1064771 (4.259ms),872627 (73%),1057191 (44%),1870 (43%),8800 (128%),0 (~0%),1,1,1,1,1,4,1,flatten,off,off,1,1,1
07min 18sec,1707927 (6.832ms),43555 (3%),41274 (1%),830 (19%),105 (1%),0 (~0%),8,1,1,1,4,1,1,off,off,off,1,1,1
06min 23sec,1737898 (6.952ms),45366 (3%),47030 (1%),526 (12%),101 (1%),0 (~0%),1,8,1,1,4,1,1,off,off,off,1,1,1
06min 39sec,1705852 (6.823ms),39794 (3%),38261 (1%),526 (12%),90 (1%),0 (~0%),1,1,4,1,4,1,1,off,off,off,1,1,1
07min 03sec,1738298 (6.953ms),43292 (3%),45236 (1%),526 (12%),101 (1%),0 (~0%),1,1,1,8,4,1,1,off,off,off,1,1,1
07min 00sec,1686012 (6.744ms),45005 (3%),46180 (1%),526 (12%),178 (2%),0 (~0%),1,1,1,1,8,1,1,off,off,off,1,1,1
06min 28sec,1310552 (5.242ms),39515 (3%),38075 (1%),526 (12%),92 (1%),0 (~0%),1,1,1,1,4,2,1,off,off,off,1,1,1
06min 53sec,1015282 (4.061ms),39766 (3%),40257 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,8,off,off,off,1,1,1
07min 00sec,1235845 (4.943ms),40586 (3%),37121 (1%),1598 (36%),50 (~0%),0 (~0%),2,1,1,1,1,4,1,off,off,off,1,1,1
06min 56sec,1241733 (4.967ms),43526 (3%),43663 (1%),782 (18%),48 (~0%),0 (~0%),1,8,1,1,1,4,1,off,off,off,1,1,1
06min 28sec,1093282 (4.373ms),48314 (4%),48110 (2%),782 (18%),180 (2%),0 (~0%),1,1,1,1,8,4,1,off,off,off,1,1,1
06min 47sec,1136812 (4.547ms),41077 (3%),37849 (1%),1294 (29%),48 (~0%),0 (~0%),1,1,1,1,1,8,1,off,off,off,1,1,1
07min 02sec,640482 (2.749ms),37633 (3%),34459 (1%),782 (18%),26 (~0%),0 (~0%),1,1,1,1,1,4,4,off,off,off,1,1,1
24min 15sec,1064771 (4.259ms),872627 (73%),1057191 (44%),1870 (43%),8800 (128%),0 (~0%),1,1,1,1,1,4,1,flatten,off,off,1,1,1
07min 00sec,1235845 (4.943ms),40586 (3%),37121 (1%),1598 (36%),50 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,2,1,1
08min 07sec,2041831 (8.801ms),45561 (3%),64650 (2%),910 (21%),26 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,1,2,1
06min 44sec,1700681 (6.803ms),42339 (3%),40227 (1%),834 (19%),106 (1%),0 (~0%),5,1,1,1,4,1,1,off,off,off,1,1,1
07min 25sec,2284692 (9.139ms),64476 (5%),86686 (3%),362 (8%),102 (1%),0 (~0%),5,5,1,1,4,1,1,off,off,off,1,1,1
07min 21sec,2284692 (9.139ms),60225 (5%),82338 (3%),362 (8%),58 (~0%),0 (~0%),5,5,1,1,2,1,1,off,off,off,1,1,1
07min 27sec,2284562 (9.138ms),60747 (5%),83115 (3%),362 (8%),61 (~0%),0 (~0%),5,5,2,1,2,1,1,off,off,off,1,1,1
09min 08sec,2463056 (9.852ms),76634 (6%),127151 (5%),362 (8%),63 (~0%),0 (~0%),5,5,2,5,2,1,1,off,off,off,1,1,1
06min 40sec,1832657 (7.331ms),37831 (3%),35292 (1%),830 (19%),39 (~0%),0 (~0%),8,1,1,1,1,1,1,off,off,off,1,1,1
06min 47sec,1864473 (7.458ms),43958 (3%),44568 (1%),830 (19%),50 (~0%),0 (~0%),8,8,1,1,1,1,1,off,off,off,1,1,1
06min 34sec,2140563 (8.562ms),52807 (4%),54129 (2%),414 (9%),134 (1%),0 (~0%),8,8,1,1,5,1,1,off,off,off,1,1,1
06min 39sec,1483300 (6.339ms),54409 (4%),57413 (2%),552 (12%),148 (2%),0 (~0%),8,8,1,1,5,5,1,off,off,off,1,1,1
06min 40sec,850516 (3.635ms),56931 (4%),60512 (2%),680 (15%),159 (2%),0 (~0%),8,8,1,1,5,5,5,off,off,off,1,1,1
48min 52sec,667584 (2.853ms),3085221 (260%),3657093 (154%),510 (11%),35313 (516%),0 (~0%),8,8,1,1,5,5,5,off,flatten,off,1,1,1
60min 00sec,,,,,,,8,8,1,1,5,5,5,off,flatten,flatten,1,1,1
60min 00sec,,,,,,,8,8,1,1,5,5,5,off,flatten,flatten,4,1,1
07min 47sec,1828575 (7.314ms),37758 (3%),35068 (1%),830 (19%),39 (~0%),0 (~0%),2,1,1,1,1,1,1,off,off,off,1,1,1
09min 52sec,2009159 (8.037ms),44745 (3%),57818 (2%),830 (19%),39 (~0%),0 (~0%),4,4,1,1,1,1,1,off,off,off,1,1,1
07min 46sec,1861475 (7.446ms),44005 (3%),44358 (1%),830 (19%),50 (~0%),0 (~0%),4,8,1,1,1,1,1,off,off,off,1,1,1
08min 51sec,2010659 (8.976ms),42799 (3%),56068 (2%),830 (19%),40 (~0%),0 (~0%),4,1,1,4,1,1,1,off,off,off,1,1,1
08min 05sec,1686859 (6.747ms),48985 (4%),49640 (2%),830 (19%),193 (2%),0 (~0%),4,1,1,1,8,1,1,off,off,off,1,1,1
08min 12sec,1434129 (5.737ms),38855 (3%),35601 (1%),1086 (25%),39 (~0%),0 (~0%),4,1,1,1,1,2,1,off,off,off,1,1,1
08min 11sec,1236859 (4.947ms),39432 (3%),37007 (1%),830 (19%),50 (~0%),0 (~0%),4,1,1,1,1,1,4,off,off,off,1,1,1
22min 18sec,1021263 (4.085ms),728477 (61%),730915 (30%),574 (13%),4427 (64%),0 (~0%),4,1,1,1,1,1,1,off,flatten,off,1,1,1
08min 08sec,1236929 (4.948ms),40709 (3%),37135 (1%),1598 (36%),50 (~0%),0 (~0%),4,1,1,1,1,4,1,off,off,off,1,1,1
09min 04sec,1410013 (5.64ms),61129 (5%),177192 (7%),782 (18%),26 (~0%),0 (~0%),1,5,1,1,1,4,1,off,off,off,1,1,1
07min 56sec,1233052 (4.932ms),38508 (3%),34978 (1%),782 (18%),32 (~0%),0 (~0%),1,1,4,1,1,4,1,off,off,off,1,1,1
08min 49sec,1592282 (6.369ms),43305 (3%),53804 (2%),782 (18%),26 (~0%),0 (~0%),1,1,1,2,1,4,1,off,off,off,1,1,1
08min 20sec,1254082 (5.359ms),40072 (3%),40525 (1%),802 (18%),26 (~0%),0 (~0%),1,1,1,1,5,4,1,off,off,off,1,1,1
08min 02sec,1194764 (5.106ms),39890 (3%),35046 (1%),1304 (30%),29 (~0%),0 (~0%),1,1,1,1,1,5,1,off,off,off,1,1,1
24min 20sec,1064771 (4.259ms),872627 (73%),1057191 (44%),1870 (43%),8800 (128%),0 (~0%),1,1,1,1,1,4,1,flatten,off,off,1,1,1
09min 29sec,2041831 (8.801ms),45561 (3%),64650 (2%),910 (21%),26 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,1,2,1
06min 56sec,1700681 (6.803ms),42339 (3%),40227 (1%),834 (19%),106 (1%),0 (~0%),5,1,1,1,4,1,1,off,off,off,1,1,1
07min 22sec,2065082 (8.26ms),47972 (4%),59775 (2%),526 (12%),90 (1%),0 (~0%),1,2,1,1,4,1,1,off,off,off,1,1,1
07min 58sec,1882482 (7.53ms),63823 (5%),181388 (7%),526 (12%),90 (1%),0 (~0%),1,5,1,1,4,1,1,off,off,off,1,1,1
06min 49sec,1746082 (6.984ms),35208 (2%),34501 (1%),526 (12%),46 (~0%),0 (~0%),1,1,1,1,2,1,1,off,off,off,1,1,1
06min 22sec,1113352 (4.453ms),42442 (3%),39549 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,1,off,off,off,1,1,1
06min 43sec,1074082 (4.59ms),40821 (3%),39682 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,5,off,off,off,1,1,1
06min 56sec,1707190 (6.829ms),43255 (3%),40994 (1%),830 (19%),105 (1%),0 (~0%),1,1,1,1,4,1,1,off,off,off,4,1,1
07min 04sec,1239857 (4.959ms),39365 (3%),37217 (1%),830 (19%),50 (~0%),0 (~0%),8,1,1,1,1,1,4,off,off,off,1,1,1
08min 00sec,1412912 (5.652ms),42614 (3%),65530 (2%),526 (12%),24 (~0%),0 (~0%),1,4,1,1,1,1,4,off,off,off,1,1,1
07min 04sec,1232982 (4.932ms),36323 (3%),34213 (1%),526 (12%),30 (~0%),0 (~0%),1,1,4,1,1,1,4,off,off,off,1,1,1
07min 40sec,1410012 (5.64ms),57409 (4%),174641 (7%),526 (12%),24 (~0%),0 (~0%),1,1,1,5,1,1,4,off,off,off,1,1,1
06min 57sec,1093212 (4.373ms),45772 (3%),47275 (1%),526 (12%),178 (2%),0 (~0%),1,1,1,1,8,1,4,off,off,off,1,1,1
06min 58sec,837682 (3.58ms),34722 (2%),33049 (1%),526 (12%),26 (~0%),0 (~0%),1,1,1,1,1,2,4,off,off,off,1,1,1
13min 21sec,1065503 (4.262ms),792166 (67%),1004646 (42%),1070 (24%),8800 (128%),0 (~0%),1,1,1,1,1,1,4,flatten,off,off,1,1,1
11min 18sec,1454584 (6.494ms),44379 (3%),77909 (3%),1038 (24%),27 (~0%),0 (~0%),1,1,1,1,1,1,4,off,off,off,1,1,4
07min 01sec,1700479 (6.802ms),41560 (3%),37400 (1%),794 (18%),106 (1%),0 (~0%),10,1,1,1,4,1,1,off,off,off,1,1,1
08min 20sec,1789042 (7.273ms),101678 (8%),241444 (10%),526 (12%),90 (1%),0 (~0%),1,10,1,1,4,1,1,off,off,off,1,1,1
06min 36sec,1686012 (6.744ms),45005 (3%),46180 (1%),526 (12%),178 (2%),0 (~0%),1,1,1,1,8,1,1,off,off,off,1,1,1
06min 25sec,1113352 (4.453ms),42442 (3%),39549 (1%),782 (18%),92 (1%),0 (~0%),1,1,1,1,4,4,1,off,off,off,1,1,1
06min 25sec,1113282 (4.453ms),39873 (3%),38783 (1%),526 (12%),90 (1%),0 (~0%),1,1,1,1,4,1,4,off,off,off,1,1,1
06min 59sec,1239927 (4.96ms),40602 (3%),37345 (1%),1598 (36%),50 (~0%),0 (~0%),8,1,1,1,1,4,1,off,off,off,1,1,1
08min 10sec,1316573 (5.352ms),98983 (8%),237631 (10%),782 (18%),26 (~0%),0 (~0%),1,10,1,1,1,4,1,off,off,off,1,1,1
06min 25sec,1093282 (4.373ms),48314 (4%),48110 (2%),782 (18%),180 (2%),0 (~0%),1,1,1,1,8,4,1,off,off,off,1,1,1
06min 53sec,1430482 (5.722ms),33925 (2%),32018 (1%),526 (12%),26 (~0%),0 (~0%),1,1,1,1,1,2,1,off,off,off,1,1,1
07min 04sec,1412982 (5.652ms),42451 (3%),64523 (2%),782 (18%),26 (~0%),0 (~0%),1,1,1,4,1,4,1,off,off,off,1,1,1
23min 16sec,1064771 (4.259ms),872627 (73%),1057191 (44%),1870 (43%),8800 (128%),0 (~0%),1,1,1,1,1,4,1,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,4,1,off,flatten,off,1,1,1
06min 46sec,1235845 (4.943ms),40586 (3%),37121 (1%),1598 (36%),50 (~0%),0 (~0%),1,1,1,1,1,4,1,off,off,off,2,1,1
05min 32sec,1823611 (7.294ms),36619 (3%),34247 (1%),834 (19%),40 (~0%),0 (~0%),5,1,1,1,1,1,1,off,off,off,1,1,1
05min 20sec,1855427 (7.422ms),42746 (3%),43523 (1%),834 (19%),51 (~0%),0 (~0%),5,8,1,1,1,1,1,off,off,off,1,1,1
05min 32sec,1732497 (6.93ms),48463 (4%),49503 (2%),834 (19%),117 (1%),0 (~0%),5,8,1,1,4,1,1,off,off,off,1,1,1
05min 44sec,1116471 (4.466ms),51304 (4%),51553 (2%),1602 (37%),128 (1%),0 (~0%),5,8,1,1,4,4,1,off,off,off,1,1,1
05min 42sec,1116341 (4.465ms),52203 (4%),52330 (2%),1602 (37%),131 (1%),0 (~0%),5,8,2,1,4,4,1,off,off,off,1,1,1
06min 02sec,1149805 (5.133ms),56314 (4%),59523 (2%),1602 (37%),135 (1%),0 (~0%),5,8,2,8,4,4,1,off,off,off,1,1,1
60min 00sec,,,,,,,5,8,2,8,4,4,1,flatten,off,off,1,1,1
60min 00sec,,,,,,,5,8,2,8,4,4,1,flatten,off,off,4,1,1
05min 35sec,1823611 (7.294ms),36619 (3%),34247 (1%),834 (19%),40 (~0%),0 (~0%),5,1,1,1,1,1,1,off,off,off,1,1,1
06min 45sec,2286078 (9.144ms),59568 (5%),81241 (3%),334 (7%),35 (~0%),3 (~0%),4,5,1,1,1,1,1,off,off,off,1,1,1
05min 40sec,1829429 (7.318ms),40609 (3%),37026 (1%),830 (19%),48 (~0%),0 (~0%),4,1,4,1,1,1,1,off,off,off,1,1,1
05min 58sec,1863123 (8.318ms),42100 (3%),42648 (1%),830 (19%),51 (~0%),0 (~0%),4,1,1,8,1,1,1,off,off,off,1,1,1
05min 01sec,2110217 (8.441ms),46495 (3%),44511 (1%),384 (8%),123 (1%),0 (~0%),4,1,1,1,5,1,1,off,off,off,1,1,1
06min 28sec,1881160 (7.525ms),39748 (3%),35138 (1%),798 (18%),28 (~0%),0 (~0%),4,1,1,1,1,1,1,off,off,off,4,1,1
05min 33sec,1700681 (6.803ms),42339 (3%),40227 (1%),834 (19%),106 (1%),0 (~0%),5,1,1,1,4,1,1,off,off,off,1,1,1
06min 28sec,2284692 (9.139ms),64476 (5%),86686 (3%),362 (8%),102 (1%),0 (~0%),5,5,1,1,4,1,1,off,off,off,1,1,1
06min 42sec,2284622 (9.138ms),72122 (6%),95462 (4%),386 (8%),190 (2%),0 (~0%),5,5,1,1,8,1,1,off,off,off,1,1,1
06min 20sec,1692292 (6.769ms),73365 (6%),97496 (4%),482 (11%),201 (2%),0 (~0%),5,5,1,1,8,4,1,off,off,off,1,1,1
06min 20sec,1099492 (4.719ms),73955 (6%),98464 (4%),578 (13%),201 (2%),0 (~0%),5,5,1,1,8,4,4,off,off,off,1,1,1
05min 14sec,1230881 (4.924ms),39390 (3%),36300 (1%),1602 (37%),51 (~0%),0 (~0%),5,1,1,1,1,4,1,off,off,off,1,1,1
05min 38sec,1247859 (4.991ms),47189 (3%),55974 (2%),1602 (37%),62 (~0%),0 (~0%),5,16,1,1,1,4,1,off,off,off,1,1,1
06min 06sec,1290451 (5.162ms),60159 (5%),70711 (2%),588 (13%),257 (3%),0 (~0%),5,16,1,1,10,4,1,off,off,off,1,1,1
06min 06sec,1503427 (6.014ms),58713 (4%),69180 (2%),460 (10%),246 (3%),0 (~0%),5,16,1,1,10,2,1,off,off,off,1,1,1
05min 49sec,1107827 (4.431ms),58715 (4%),69591 (2%),460 (10%),246 (3%),0 (~0%),5,16,1,1,10,2,2,off,off,off,1,1,1
06min 15sec,1700681 (6.803ms),42339 (3%),40227 (1%),834 (19%),106 (1%),0 (~0%),5,1,1,1,4,1,1,off,off,off,1,1,1
07min 33sec,1882482 (7.53ms),63823 (5%),181388 (7%),526 (12%),90 (1%),0 (~0%),1,5,1,1,4,1,1,off,off,off,1,1,1
06min 33sec,1682141 (6.729ms),66948 (5%),70368 (2%),546 (12%),340 (4%),0 (~0%),1,1,1,1,10,1,1,off,off,off,1,1,1
